,Energy,Corr,Diss_sim,Homogen,Contrast,Entropy,Label
0,0.3066658132262024,0.9515673864242885,10.713970588235295,0.3742745826283009,344.1171875,6.0378407237626135,4
1,0.5021816300774432,0.9619039734085504,7.14359681372549,0.5475542142438341,204.74013480392156,4.572807830497943,4
2,0.6729134211100853,0.9656310968072788,5.98575367647059,0.7072744514917451,228.27380514705882,3.388024067307342,4
3,0.17020452166673508,0.9731699063355189,7.7050704656862745,0.3241913087635578,175.20516237745093,6.804935442673243,4
4,0.4988418418241054,0.9544695259632151,10.9078125,0.529991714992358,442.30631127450977,4.767776164920129,4
5,0.5316600470321444,0.9595169511103846,7.0267769607843125,0.5793673904107945,218.37717524509807,4.417713863224686,4
6,0.5305561740756405,0.9931883048313283,4.220664828431373,0.653723630324059,105.89808517156864,4.270916039470836,4
7,0.474658337633325,0.9440158098170972,11.151715686274512,0.5050961291406204,439.803737745098,4.95248709399021,4
8,0.45356257675889666,0.9555978486834202,9.104166666666666,0.5005167957195364,306.42362132352946,5.084579182810468,4
9,0.5114851434403382,0.9580109155776371,7.342953431372548,0.5529257887950779,206.1791666666667,4.589799301305433,4
10,0.2520842856258882,0.9935348753924825,3.5658700980392157,0.4825996403381429,49.474601715686276,6.269808981230299,4
11,0.10997972492810955,0.9764277176853449,5.695710784313725,0.26458335329983745,84.31960784313726,6.787242075365791,4
12,0.3489287835392264,0.9692982070965165,7.274203431372549,0.432995546071639,183.75695465686275,5.761568592333668,4
13,0.4242241501786965,0.9730910849650568,7.500137867647058,0.4806280031394403,190.27578125000002,5.27322090719493,4
14,0.3382430962597397,0.9514733127302129,10.989476102941177,0.3934615770424818,366.80203737745103,5.879224298695417,4
15,0.3700066601841838,0.9727458423699253,6.833762254901961,0.4641598933406734,165.82876838235293,5.604305721427784,4
16,0.6398222727910959,0.9922072166055955,3.7650888480392157,0.6770939948593121,69.27838541666667,3.562825120891273,4
17,0.30852772759944347,0.9884081578422687,4.938403799019608,0.4209360242657553,72.12342218137253,5.975363559841781,4
